id,name_kor,operating_hotel,name_eng,audit,class,room_cate,nrooms,year,price,price_cate,rating,CONV,COSTEFF,EMOTIONAL,FACILITIES,ROOM,SERVICE,SOCIAL,TOTAL,gta,gts,roa,roe,opr,nir,deratio,tat,opercf,invcf,fincf,ta,sales,cogs,exp,labor,dep,other_exp
10,(주)대일인터내셔널하스피탈리티그룹,베스트웨스턴 인천로얄호텔,BEST WESTERN Incheon Royal Hotel,0,4성급,2,140,2019,91928,2,3.25,4.292647567,0.650467927,-2.067352923,-6.85546269,-12.54090488,-12.39205731,0,-28.91266231,-8.74,5.45,-21.33,0,-20.91,-44.29,0,0.48,8,-1514,1399,6907,7984,0,9653,3053.96,1323.59,6599.04
13,(주)도림아스타,아스타호텔,Astar Hotel,0,4성급,2,120,2015,64174,1,4,3.501360294,-2.828847805,-3.402332856,-2.816791266,-5.300981275,-12.45839853,0.197218639,-23.1087728,-5.72,364.68,1.08,37.09,7.53,3.61,2718.5,0.3,1429,-52,-1360,14840,4793,3378,1054,269.64,824.29,784.36
13,(주)도림아스타,아스타호텔,Astar Hotel,0,4성급,2,120,2016,64174,1,4.333333333,9.769851272,-1.69183757,-0.698405343,-1.197114882,-3.719176277,-9.741320438,-0.136256461,-7.4142597,0.23,12.92,5.49,87.32,18.27,15.85,1007.84,0.35,848,-333,-208,14259,5412,3387,1036,283.32,612.62,752.68
13,(주)도림아스타,아스타호텔,Astar Hotel,0,4성급,2,120,2017,64174,1,4.357142857,8.458900176,-2.490623649,-4.280095876,-4.25555706,-7.734636733,-11.1889646,-0.163226256,-21.654204,-7.62,-7.97,3.9,34.44,13.7,11.79,622.7,0.33,287,227,-1025,13838,4981,3146,1153,308.7,494.78,844.3
13,(주)도림아스타,아스타호텔,Astar Hotel,0,4성급,2,120,2018,64174,1,4.6,4.531853891,-3.86701657,-1.533951307,-0.380925915,-1.279550113,-5.441034925,0.222612008,-7.74801293,3.02,-3.17,3.14,20.66,10.55,9.55,505.08,0.33,-15,-1001,812,14404,4823,3368,945,361.41,435.38,583.59
13,(주)도림아스타,아스타호텔,Astar Hotel,0,4성급,2,120,2019,64174,1,3.5,4.375398971,0.273728987,-0.855238526,-3.627598046,-3.617935484,-8.424172608,0.512552517,-11.36326419,-2.75,4.5,3.61,19.47,11.35,10.53,384.03,0.34,1071,-16,-970,13967,5040,3487,981,374.64,451.77,606.36
14,(주)동남홀딩스,이비스 앰버서더부산해운대,ibis Ambassador Busan Haeundae,0,3성급,2,207,2016,77401,1,3.9,2.045790725,-0.544851377,-0.895705096,-4.210833273,-7.019943762,-12.54119293,0.805652183,-22.36108353,117.4,0,-2.38,-11.87,-10.5,-26.29,231.58,0.09,-189,-9531,9848,38403,2764,2290,765,539.4,435.83,225.6
14,(주)동남홀딩스,이비스 앰버서더부산해운대,ibis Ambassador Busan Haeundae,0,3성급,2,207,2017,77401,1,3.714285714,4.063729719,-0.739822677,-2.799039545,-5.029305758,-9.457335187,-12.72090273,-0.772305955,-27.45498213,5.84,86.95,-1.93,-6.16,1.13,-16.06,208.5,0.12,-2439,-540,2885,40395,5168,3823,1286,812.8,697.89,473.2
14,(주)동남홀딩스,이비스 앰버서더부산해운대,ibis Ambassador Busan Haeundae,0,3성급,2,207,2018,77401,1,4,2.542607602,0.015064608,-2.684828977,-2.665016223,-5.38774563,-10.19685605,1.551239072,-16.8255356,0.3,-2.52,-1.64,-5.19,4.36,-14.42,225.92,0.11,386,-722,306,40534,5038,3537,1281,847.61,766.28,433.39
14,(주)동남홀딩스,이비스 앰버서더부산해운대,ibis Ambassador Busan Haeundae,0,3성급,2,207,2019,77401,1,4,4.030944775,0.070278167,-2.982930843,-0.316698431,-4.358103083,-8.825590261,-0.816382887,-13.19848256,-4.25,-13.46,-2.95,-9.88,-8.49,-29.43,244.51,0.1,-1026,1285,-207,39824,4360,3386,1344,881.95,922.09,462.05
15,(주)동서울관광호텔,동서울관광호텔,Hotel Dong Seoul,0,2성급,2,115,2017,76271.5,1,3,3.910676133,-1.257163545,-9.269038165,-9.646879741,-20.2898887,-15.24936338,-0.835512229,-52.63716963,0.98,-25.15,0.4,11.22,-9.4,3.21,2581.62,0.12,500,-733,-135,4971,1548,1494,199,138.83,690.86,60.17
15,(주)동서울관광호텔,동서울관광호텔,Hotel Dong Seoul,0,2성급,2,115,2018,76271.5,1,1,1.137616041,7.103324852,-9.027292063,-26.70984972,-40.94556592,-22.97398115,1.916008825,-89.49973913,15.48,1.82,1.68,15.4,-4.11,14.44,482.11,0.12,661,-563,-50,6241,1576,1386,255,160.09,589.37,94.91
16,(주)동해그랜드관광호텔,동해그랜드관광호텔,Donghae Boyang Hot Spring Convention Hotel,0,3성급,2,178,2015,80825,2,5,-2.246657402,-3.880298609,-20.59964311,-4.367656123,-33.89447846,-34.90707473,0,-99.89580844,19.02,26.52,-0.38,-3.09,6.48,-3.13,423.75,0.12,1062,-1168,25,47957,5423,0,5072,838.57,1180.57,4233.43
16,(주)동해그랜드관광호텔,동해그랜드관광호텔,Donghae Boyang Hot Spring Convention Hotel,0,3성급,2,178,2016,80825,2,3,5.719939589,-13.38262661,-6.260716753,-16.99943596,-27.30632555,-30.53730996,0.029753096,-88.73672215,-2.8,4.3,-0.18,-0.91,6.25,-1.5,413.72,0.12,1163,104,-1328,46901,5656,0,5303,931.64,1196.05,4371.36
16,(주)동해그랜드관광호텔,동해그랜드관광호텔,Donghae Boyang Hot Spring Convention Hotel,0,3성급,2,178,2019,80825,2,5,4.268878888,3.292855513,5.136663426,1.775784473,6.85220467,-7.172852221,0.014876548,14.1684113,-2.64,-19.14,-3.65,-26.43,-26.69,-32.32,723.6,0.11,-359,-480,515,46071,5463,0,6921,1505.04,1520.65,5415.96
17,(주)두진아이디,유리앤호텔,Hotel URI&,0,3성급,2,175,2017,113281,3,3.928571429,2.20730021,1.062061585,-3.709192198,-4.9779287,-10.90165978,-9.629539083,0.405469537,-25.54348843,7.71,72525.65,-5.85,0,-30.06,-34.22,0,0.17,1342,-3367,3022,19769,3500,3374,1178,512.79,1664.24,665.21
17,(주)두진아이디,유리앤호텔,Hotel URI&,0,3성급,2,175,2018,113281,3,3.75,4.245194865,-1.4548521,-3.858606878,-4.412046679,-10.92736108,-13.64954765,0.271017696,-29.78620183,-3.87,27.55,-2.04,0,-5.98,-9.5,0,0.21,850,-28,-516,18535,4464,3312,1419,641.75,1242,777.25
17,(주)두진아이디,유리앤호텔,Hotel URI&,0,3성급,2,175,2019,113281,3,3.6,3.212306461,-3.745076911,-9.232186747,-8.312417562,-20.11141396,-15.67163465,-0.331671598,-54.19209497,80.41,14.45,47.43,259.2,2.25,265.63,206.25,0.18,863,-664,273,34433,5109,3306,1688,735.04,876.06,952.96
19,(주)마레몬스,속초마레몬스호텔,Hotel Maremons,0,4성급,2,148,2015,115470.5,3,5,2.621568948,7.50176775,3.568334244,-15.7821796,2.951733414,-20.79779662,-0.191532603,-20.12810446,7.22,8.73,-3.47,-6.93,-12.41,-20.28,114.22,0.17,44,-2498,2851,26950,4610,0,5182,1923.99,1054.95,3258.01
19,(주)마레몬스,속초마레몬스호텔,Hotel Maremons,0,4성급,2,148,2016,115470.5,3,3.833333333,2.543706151,0.029723545,-3.03113344,-3.01737512,-2.106746143,-8.71741607,-1.216668969,-15.51591004,-0.14,11.92,-4.92,-11.13,-18.9,-26.63,139.12,0.18,162,-1622,1365,26927,5159,0,6134,2089.63,1648.76,4044.37
19,(주)마레몬스,속초마레몬스호텔,Hotel Maremons,0,4성급,2,148,2017,115470.5,3,4,-0.504630604,1.045588337,-4.025693753,-4.86677104,-8.172845488,-10.25422522,0.400710148,-26.37786762,-6.77,12.07,-4.45,-10.84,-13.23,-20.73,148.47,0.21,924,-76,-950,25208,5781,0,6546,2101.65,1741.09,4444.35
19,(주)마레몬스,속초마레몬스호텔,Hotel Maremons,0,4성급,2,148,2018,115470.5,3,3.5,2.584600723,0.028847967,4.955354964,2.695895054,10.15921618,-4.775579866,-0.189451304,15.45888372,-5.11,-3.78,-4.38,-11.19,-10.88,-19.94,163.72,0.22,112,-9,0,23789,5563,0,6168,1987.23,1430.61,4180.77
20,(주)마레보,마레보리조트,Marevo Resort,0,4성급,1,95,2015,96432.5,2,4,-1.529174325,1.013389018,-6.582795279,-9.748477294,-14.23629174,-9.70572037,0.288151599,-40.50091839,0.04,214.61,4.06,51.64,27.68,19.33,910.15,0.21,1177,-514,-687,18821,4049,0,2928,917.45,482.28,2010.55
21,(주)메이호텔,하운드호텔,Hound Hotel Seomyeon,0,2성급,1,49,2016,54687.5,1,3.7,6.138139082,-1.870607555,-5.670346838,-3.308269415,-9.814021272,-12.33455109,-0.23666107,-27.09631815,0,0,-4.22,-31.08,-113.63,-283.67,635.97,0.01,-83,-4437,4535,8498,63,0,135,0,88.21,135
21,(주)메이호텔,하운드호텔,Hound Hotel Seomyeon,0,2성급,1,49,2017,54687.5,1,4,6.601409915,3.029507955,-0.049178646,-1.390557546,-4.688029635,-9.778240536,0.81412893,-5.460959562,5.93,2640.39,3.55,23.71,28.77,17.92,514.33,0.2,614,-614,84,8889,1737,0,1237,359.75,216.86,877.25
21,(주)메이호텔,하운드호텔,Hound Hotel Seomyeon,0,2성급,1,49,2018,54687.5,1,3.857142857,2.104497592,-0.796509892,-6.995595962,-8.224898022,-18.15277702,-13.6053563,0.682817852,-44.98782175,3.21,15.17,3.56,20.01,31.1,16.32,418.7,0.22,579,-288,-74,8710,2000,54,1324,494.17,230.7,829.83
21,(주)메이호텔,하운드호텔,Hound Hotel Seomyeon,0,2성급,1,49,2019,54687.5,1,4.5,8.919124497,-0.12354363,-3.935778348,1.285164609,0.328916127,-9.280755918,2.562665041,-0.244207622,0.44,0.89,3.84,18.14,29.09,17.74,334.32,0.22,571,-256,-282,8507,2018,75,1356,565.47,217.56,790.53
23,(주)베이힐,베이힐풀앤빌라,Bayhill Pool & Villa,0,4성급,1,29,2015,256968,4,4.625,3.974673174,0.658120628,0.789083045,-1.349569038,-0.673029175,-7.412290862,0.477459172,-3.535553056,9.85,70.19,16.62,224.55,-1.84,137.3,621.16,0.12,489,1319,-1250,17811,2947,20,2981,1131.17,596.83,1849.83
23,(주)베이힐,베이힐풀앤빌라,Bayhill Pool & Villa,0,4성급,1,29,2016,256968,4,4.625,6.3471263,0.586000819,1.505271794,0.440698599,4.344991782,-5.818692982,-0.785894285,6.619502028,-5.92,-5.95,1.65,10.89,-13.44,14.68,508.38,0.11,455,1693,-2567,17232,2771,6,3137,1243.5,607.89,1893.5
23,(주)베이힐,베이힐풀앤빌라,Bayhill Pool & Villa,0,4성급,1,29,2017,256968,4,4.555555556,8.183583236,0.902307977,0.557140129,-2.342777414,-4.102553274,-8.867687221,-0.459664394,-6.129650961,-14.07,3.89,-4.67,-30.46,-12.66,-36.18,610.63,0.13,-225,2190,-1700,16622,2879,0,3243,1083.95,609.76,2159.05
23,(주)베이힐,베이힐풀앤빌라,Bayhill Pool & Villa,0,4성급,1,29,2018,256968,4,3.5,2.278514876,-1.481836138,-0.156484059,-3.954327476,-7.473913031,-13.73337782,-3.194528952,-27.7159526,-0.23,-5.99,-0.04,-0.25,-7.7,-0.27,610.81,0.13,487,579,0,16039,2706,0,2915,955.21,584.66,1959.79
23,(주)베이힐,베이힐풀앤빌라,Bayhill Pool & Villa,0,4성급,1,29,2019,256968,4,4.333333333,5.516236192,-8.353739691,-9.543911125,-10.47348084,-10.76407068,-21.49620964,0.414219613,-54.70095617,-0.18,24.81,-0.32,-2.3,8.96,-1.94,626,0.16,822,-2000,0,16070,3378,0,3075,1085.6,444.8,1989.4
28,(주)승화썬크루즈,정동진 썬크루즈호텔,Sun Cruise Hotel & Condo,0,4성급,2,105,2015,197544.5,4,3.666666667,1.98361449,-1.42501,-1.348322789,-1.718676433,0.184139425,-9.255245321,0.363839407,-11.21566122,20.52,15.97,12.18,13.5,35.07,29.45,13.43,0.41,6002,-8752,2106,30644,15155,7312,2528,594.67,2002.22,1933.33
28,(주)승화썬크루즈,정동진 썬크루즈호텔,Sun Cruise Hotel & Condo,0,4성급,2,105,2016,197544.5,4,3.25,2.683807681,-2.226677146,-5.187124438,-6.153558207,-8.9227624,-11.66295975,-0.391144226,-31.86041849,40.27,1.25,9.09,11.66,33.9,28.5,41.57,0.32,5997,-17463,11915,44930,15344,7223,2919,1112.87,1942.45,1806.13
28,(주)승화썬크루즈,정동진 썬크루즈호텔,Sun Cruise Hotel & Condo,0,4성급,2,105,2017,197544.5,4,4,4.240923305,-0.748601332,-2.092911459,-4.629690923,-2.270584023,-10.79301463,-0.597502215,-16.89138128,42.79,3.31,7.29,11.79,35.43,31.35,79.65,0.23,7417,-22881,19080,69531,15851,7735,2499,593.25,1964.3,1905.75
28,(주)승화썬크루즈,정동진 썬크루즈호텔,Sun Cruise Hotel & Condo,0,4성급,2,105,2018,197544.5,4,4.3,2.009194894,0.511921443,-2.493885786,-2.526880617,-4.283227563,-10.56619337,-0.317458605,-17.6665296,12.18,7.95,2.66,4.94,18.48,13.21,91.82,0.2,6294,-15398,6633,80586,17111,9859,4089,1616.74,3072.69,2472.26
28,(주)승화썬크루즈,정동진 썬크루즈호텔,Sun Cruise Hotel & Condo,0,4성급,2,105,2019,197544.5,4,4,-3.080185464,-5.263985905,-12.62129295,-17.51442988,-28.10441036,-28.69959776,0.235053653,-95.04884866,9.08,58.05,6.53,12.3,30.56,22.72,84.99,0.29,11159,-12026,-236,80137,27044,12727,6052,2781.03,3319.23,3270.97
31,(주)신안관광,호텔리베라서울,Hotel Riviera,0,4성급,3,319,2015,92489,2,3.882352941,7.922350506,-1.665815119,-5.0666974,-5.749152519,-10.36113841,-12.57968808,0.646382886,-26.85375813,1.09,4.31,-1.54,-6.56,0.09,-2.62,342.9,0.59,-160,-1454,1452,40377,28131,24249,3858,2639.58,1814.11,1218.42
31,(주)신안관광,호텔리베라서울,Hotel Riviera,0,4성급,3,319,2016,92489,2,4,4.763289899,0.245316763,-1.112956314,-0.701499167,-2.603049551,-7.986605264,0.617209182,-6.778294452,-2.2,9.25,-1.54,-6.98,0.12,-2.38,364.47,0.65,1817,-593,-925,39199,30734,26850,3849,2582.84,1855.2,1266.16
31,(주)신안관광,호텔리베라서울,Hotel Riviera,0,4성급,3,319,2017,92489,2,3.5,3.811777713,-0.325316357,-1.183633746,-2.573639431,-4.750225317,-8.132595258,0.072677307,-13.08095509,-2.38,-0.99,-4.69,-24.15,-4.55,-7.17,477.91,0.65,-512,-852,1125,37919,30430,27725,4089,2782.52,1756.91,1306.48
31,(주)신안관광,호텔리베라서울,Hotel Riviera,0,4성급,3,319,2018,92489,2,3.75,0.094595666,-0.992719488,0.388703722,-2.514957109,-6.858803255,-8.862833142,0.204565844,-18.54144776,-2.77,-3.51,-8.22,-61.15,-9.65,-12.68,956.79,0.65,-1923,-524,2557,36610,29361,28160,4035,2800.53,1756.91,1234.47
31,(주)신안관광,호텔리베라서울,Hotel Riviera,0,4성급,3,319,2019,92489,2,4,1.931454608,-9.137581012,-5.371369928,-2.229564464,-5.901339757,-13.89021689,-0.408965441,-35.00758289,3.33,3.92,-9.78,0,-10.63,-14.56,0,0.67,-2679,-2792,5706,35111,30511,29595,4159,2892.62,1756.37,1266.38
35,(주)아주호텔서교,라이즈호텔,"RYSE, Autograph Collection",0,4성급,2,274,2018,181715.5,4,4.8,5.488054501,-0.912424092,0.934817308,-2.747282676,-1.919260842,-9.87459583,0.493583898,-8.537107733,20.71,42.06,-7.84,-21.22,-43.62,-63.31,205.4,0.12,-7669,-25921,34332,132190,15644,13758,8709,1414.59,2966.14,7294.41
35,(주)아주호텔서교,라이즈호텔,"RYSE, Autograph Collection",0,4성급,2,274,2019,181715.5,4,4.741935484,5.629792789,-0.74045865,0.17966874,-3.052178638,-3.102639353,-9.924909595,0.540110608,-10.4706141,-3.11,29.66,-3.73,-11.89,-9.21,-25.02,233.3,0.15,913,-111,65,127717,20283,15286,6864,1661.71,5210.55,5202.29
37,(주)에이더블유호텔,에이더블유호텔,AW Hotel,0,3성급,1,54,2015,115384.5,3,2.666666667,4.418889009,-0.029418145,-4.228510737,-8.9809855,-9.007091023,-13.87822288,0.6104283,-31.09491098,-16.52,-29.34,-31.51,0,-31.97,-307.91,0,0.1,220,-55,0,36815,4304,1242,4439,1767.24,1328.43,2671.76
37,(주)에이더블유호텔,에이더블유호텔,AW Hotel,0,3성급,1,54,2018,115384.5,3,2.666666667,0.412485171,1.616186989,-9.149963444,-16.69262451,-28.98002884,-17.52367748,0.00429889,-70.31332323,-2.3,16.42,-1.91,-3.08,-8.17,-27.49,62.04,0.07,466,-13,-500,35728,2541,14,2734,687.65,922.09,2046.35
37,(주)에이더블유호텔,에이더블유호텔,AW Hotel,0,3성급,1,54,2019,115384.5,3,4,4.499719749,5.690677746,-16.00197873,-18.94982196,-43.70429652,-30.31204021,0.274037105,-98.50370283,-2.11,-9.28,-2.33,-3.81,-16.37,-36.18,64.79,0.06,188,-98,-100,34909,2305,14,2669,711.37,921.58,1957.63
39,(주)엘디스리젠트호텔,엘디스리젠트호텔,Eldis Regent Hotel,0,4성급,1,80,2015,86399,2,2.5,2.941077183,-4.450420157,-8.385926714,-8.499149095,-19.15787677,-20.00797504,0.283714212,-57.27655638,4.21,126.38,1.03,4.84,11.88,10.33,366.4,0.1,793,-1088,469,29093,3076,122,2589,869.56,570.03,1719.44
39,(주)엘디스리젠트호텔,엘디스리젠트호텔,Eldis Regent Hotel,0,4성급,1,80,2016,86399,2,2.875,4.10346052,2.367773338,-7.331551848,-8.113348416,-19.08221126,-16.25527719,0.625124647,-43.6860302,-1.21,55.01,0.89,4.06,35.23,5.84,342.42,0.15,786,-129,-791,27537,4768,152,2936,1191.87,553.86,1744.13
39,(주)엘디스리젠트호텔,엘디스리젠트호텔,Eldis Regent Hotel,0,4성급,1,80,2017,86399,2,3.9,3.160372162,0.736239616,-2.236730822,-2.962536419,-5.440364231,-8.215432396,0.41110937,-14.54734272,-10.67,6.04,0.95,3.9,27.71,5.5,280.12,0.17,-3927,1134,2890,27043,5056,144,3511,1307.36,560.39,2203.64
39,(주)엘디스리젠트호텔,엘디스리젠트호텔,Eldis Regent Hotel,0,4성급,1,80,2018,86399,2,3,1.875090948,-3.901120152,-11.46671995,-8.413587884,-22.34870935,-19.89059842,0.74980667,-63.39583814,-2.42,-4.57,2.02,7.31,26.4,11.45,244.74,0.18,594,-48,-537,26512,4825,157,3394,1517.02,566.73,1876.98
39,(주)엘디스리젠트호텔,엘디스리젠트호텔,Eldis Regent Hotel,0,4성급,1,80,2019,86399,2,4.666666667,6.932407847,3.093415516,-1.409372545,-4.770140679,-10.85788121,-18.07363382,-0.175739105,-25.26094399,0.98,1.96,0.49,1.69,13.73,2.71,242.27,0.18,885,-625,-234,26558,4919,0,4244,2175.83,579.02,2068.17
40,(주)예승,엠버호텔 센트럴,Amber Hotel Jeju Central,0,4성급,2,130,2016,66406.5,1,4,13.90790986,3.864992217,1.504651196,-0.006885333,1.319799572,-1.499850428,0,19.09061708,-2.02,25.75,1.45,11.02,10.19,7.05,612.74,0.21,674,-157,-453,11295,2373,0,2131,841.36,390.05,1289.64
40,(주)예승,엠버호텔 센트럴,Amber Hotel Jeju Central,0,4성급,2,130,2017,66406.5,1,4,12.5402801,-0.339751229,-4.710157086,-5.826444831,-12.30033763,-13.67473933,5.00799974,-19.30315026,1.18,-13.85,1.58,10.73,13.54,8.88,547.71,0.18,354,-236,-92,11019,2045,0,1768,674.1,349.49,1093.9
40,(주)예승,엠버호텔 센트럴,Amber Hotel Jeju Central,0,4성급,2,130,2018,66406.5,1,5,4.045328592,-0.88414039,2.983970885,2.372493755,5.828702681,-2.219071722,-0.27671419,11.85056961,-0.59,6.21,-0.1,-0.67,4.52,-0.55,548.2,0.19,375,-150,-50,10987,2171,0,2073,893.74,347.91,1179.26
40,(주)예승,엠버호텔 센트럴,Amber Hotel Jeju Central,0,4성급,2,130,2019,66406.5,1,5,18.05564286,-3.880298609,0.015243247,-0.312854509,4.917133416,-8.256351418,1.215753495,11.75426848,-4.43,14.99,2.35,13.85,16.71,10.56,439.25,0.22,831,-8,-970,10636,2497,0,2080,832.88,358.29,1247.12
41,(주)온양관광호텔,온양관광호텔,Onyang Hot Spring Hotel,0,3성급,2,175,2015,86907,2,3.666666667,6.128708183,-0.938484165,-10.53970317,-11.58642678,-24.58383196,-21.81189955,0.999040488,-62.33259696,-3.43,-20.21,-2.99,-6.41,-2.6,-16.71,117.99,0.18,306,-4,-284,41892,8677,6124,2778,800.92,890.77,1977.08
41,(주)온양관광호텔,온양관광호텔,Onyang Hot Spring Hotel,0,3성급,2,175,2016,86907,2,4,12.83091104,5.956168891,-4.078155746,-11.47922635,-16.26747556,-19.96408063,0.268611477,-32.73324687,-0.85,-19.53,-0.51,-1.12,9.17,-3.48,118.57,0.15,350,-199,-31,41283,6983,4271,2071,618.84,816.8,1452.16
41,(주)온양관광호텔,온양관광호텔,Onyang Hot Spring Hotel,0,3성급,2,175,2017,86907,2,2,12.88541619,-8.734594263,-6.621426096,-7.67237653,-10.57874039,-30.23064275,-2.109992684,-53.06235652,-2.86,-13.63,-58.13,0,9.24,-449.3,0,0.13,444,-171,-290,41984,6031,3536,1938,445.65,809.53,1492.35
41,(주)온양관광호텔,온양관광호텔,Onyang Hot Spring Hotel,0,3성급,2,175,2018,86907,2,3.5,1.314749382,-4.455213348,-10.17353346,-3.789682641,-14.18109166,-11.29132276,0.994213087,-41.5818814,3.98,-14.97,-5.07,0,-13.84,-46.29,0,0.11,494,-2527,2183,41281,5128,1620,4217,951.21,793.72,3265.79
41,(주)온양관광호텔,온양관광호텔,Onyang Hot Spring Hotel,0,3성급,2,175,2019,86907,2,4,6.451705239,-0.16980798,5.08673017,5.136388663,11.40403808,-4.783290866,0.014876548,23.14063986,-7.18,10.62,5,18.93,-31.01,40.61,37.66,0.12,-3033,2621,325,43782,5673,3420,4012,975.56,774,3036.44
42,(주)와이티산업개발,호텔부티크나인,Hotel Boutique 9,0,1성급,1,86,2015,101562.5,3,4,3.22245402,-4.82276697,-5.352061952,-4.813977676,-9.41384476,-16.08224177,-1.369836761,-38.63227587,86.65,0,-0.55,-7.56,0,0,1761.39,0,1246,-7306,6100,15420,0,0,31,0,0,31
42,(주)와이티산업개발,호텔부티크나인,Hotel Boutique 9,0,1성급,1,86,2016,101562.5,3,2.333333333,9.410307347,-1.323645206,-8.594690693,-20.6532466,-34.27135872,-27.84123702,1.094716378,-82.17915452,11.04,0,-0.39,-7.98,0,0,2138.61,0,-907,-2343,3469,18746,0,0,89,0,26.62,89
42,(주)와이티산업개발,호텔부티크나인,Hotel Boutique 9,0,1성급,1,86,2017,101562.5,3,4,-1.795371733,-1.838214181,12.20293351,-1.272845713,1.043822096,-4.53023587,0.0930096,3.903097711,0.25,0,-1.64,-45.11,3.23,-22.42,3451.6,0.07,-532,-571,878,18941,1398,0,1353,213.26,320.88,1139.74
43,(주)원앤온니에이엠씨,아만티호텔서울,Amanti Hotel Seoul,0,4성급,2,150,2016,104910.5,3,2.75,2.20624853,-0.744268402,-6.466543677,-7.94962235,-15.04663248,-13.98483259,-0.038169174,-42.02382015,19.89,353.92,-4.93,-29.14,-54.31,-79.74,655.26,0.06,588,-8313,8411,42794,2561,0,3952,627.79,1310.28,3324.21
43,(주)원앤온니에이엠씨,아만티호텔서울,Amanti Hotel Seoul,0,4성급,2,150,2017,104910.5,3,4.268041237,5.284126357,-0.08786622,-1.745206916,0.466933494,-1.813057589,-6.016864438,0.413657809,-3.498277502,-1.55,122.95,-2.07,-16.85,-3.89,-16.29,780.33,0.13,1206,-1005,0,41458,5710,0,5931,1158.26,1842.77,4772.74
43,(주)원앤온니에이엠씨,아만티호텔서울,Amanti Hotel Seoul,0,4성급,2,150,2018,104910.5,3,4.041666667,4.763752145,-0.909365129,-2.935769514,-1.361688649,-5.382007016,-7.760926321,0.549329664,-13.03667482,1.37,27.38,0.58,5.04,12.24,3.6,748.53,0.16,2301,-1076,0,39867,7273,0,6383,1267.72,1653.62,5115.28
43,(주)원앤온니에이엠씨,아만티호텔서울,Amanti Hotel Seoul,0,4성급,2,150,2019,104910.5,3,4,4.172409783,-0.546311216,-2.319105047,-1.629484402,-4.686012246,-7.590985422,0.31570402,-12.28378453,-4.7,15.11,2.2,16.72,19.95,11.59,583.88,0.19,3076,-343,-3737,38487,8371,0,6701,1239.39,1453.17,5461.61
48,(주)제이에이치레전드호텔,제이에이치레전드호텔,Legend Hotel,0,3성급,1,75,2016,67720,1,4,17.04586514,12.70459613,-2.621505742,-10.21920614,-17.87210933,-13.13716479,1.113052666,-12.98647207,17.92,21.36,0.99,8.48,13.14,3.67,786.08,0.27,421,-2674,2288,14563,3754,626,2635,1410.01,364.09,1224.99
50,(주)코델리아리조트,코델리아리조트,Cordelia Resort,0,등급미분류,2,104,2015,40268.5,1,4,-0.800093561,-3.139632109,-6.30708121,-7.753479716,-10.44860384,-17.70751969,0.228421152,-45.92798898,1.22,-10.67,4.13,17.24,34.36,23.06,286.8,0.18,532,-29,-229,9607,1990,0,1306,338.53,260.11,967.47
50,(주)코델리아리조트,코델리아리조트,Cordelia Resort,0,등급미분류,2,104,2016,40268.5,1,4,3.614310123,0.795118435,-7.676100802,-5.716032517,-16.59554152,-11.74080334,0.673363631,-36.64568599,107.97,26.74,1.1,6.35,17.84,7.52,654.89,0.15,538,-12362,11842,22300,2523,0,2072,702.23,335.58,1369.77
50,(주)코델리아리조트,코델리아리조트,Cordelia Resort,0,등급미분류,2,104,2018,40268.5,1,2,3.311606835,1.017718086,-5.699220507,-6.783582643,-17.20874707,-10.5917411,0.014876548,-35.93908986,-0.88,-6.4,0.93,5.61,20.07,5.74,485.2,0.16,436,-137,-340,21061,3672,0,2935,661.17,574.38,2273.83
52,(주)탑위드씨디엠,파티즈호텔,Partyz Hotel,0,4성급,1,64,2016,118171.5,3,4,1.978776962,2.027119145,4.937308567,-1.150401979,-2.752613656,-4.315941066,0.762584093,1.486832064,-6.36,-22.47,0.36,2.68,18.9,1.67,615.25,0.21,1393,25,-1357,13354,3141,712,1835,532.65,552.62,1302.35
52,(주)탑위드씨디엠,파티즈호텔,Partyz Hotel,0,4성급,1,64,2019,118171.5,3,5,4.73260979,-3.778363486,-4.516846046,-6.945252033,-10.84874535,-1.461001555,0.144800754,-22.67279793,29.19,91.71,0.21,2.77,13.12,1.1,997.61,0.19,1337,-3138,1989,15643,2776,449,1963,159.34,555.13,1803.66
53,(주)태승이십일,임패리얼팰리스 서울(임피리얼 팰리스 서울),Imperial Palace Seoul,0,5성급,3,430,2015,144927.5,3,4.597560976,6.669233374,0.700912345,2.059507929,-3.442339208,-2.397597985,-8.861364179,0.041545448,-5.230102275,-0.2,-14.7,-1.04,-2.16,-5.68,-7.69,111.42,0.13,-2471,-3064,4332,256497,41426,35136,8642,4212.75,3778.79,4429.25
53,(주)태승이십일,임패리얼팰리스 서울(임피리얼 팰리스 서울),Imperial Palace Seoul,0,5성급,3,430,2016,144927.5,3,4.467741935,6.752977473,-0.584082173,0.783751688,-2.082679147,-0.881841016,-6.805599131,0.056239762,-2.761232544,0.59,1.52,0.08,0.16,4.93,0.56,111.96,0.14,2278,-4677,2494,255179,42056,33375,6609,2215.16,3606.72,4393.84
53,(주)태승이십일,임패리얼팰리스 서울(임피리얼 팰리스 서울),Imperial Palace Seoul,0,5성급,3,430,2017,144927.5,3,4.274193548,6.889842198,-0.196746756,-0.84256181,-3.817799934,-5.15783445,-10.49859617,-0.00256006,-13.62625698,1.43,1.82,0.14,0.31,1.82,1.04,118.92,0.14,2977,-7725,5268,254813,42823,34806,7237,2349.98,3680.49,4887.02
